id_konsultasi,tgl_booking,id_klien,nama_klien,domisili_kota,kode_layanan,nama_layanan,kategori_layanan,biaya_jasa,durasi_menit,id_konsultan,nama_konsultan,kanal_sesi,skor_kepuasan_klien_1_5,status_penyelesaian,diskon_promo_voucher
ADV-SRV-2028661,2025-01-18 10:50:00,KLN-1426,Keluarga Harun Hidayat,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2028662,2025-11-21 13:30:00,KLN-439,Bpk. Safira Firmansyah,Bekasi,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Dalam Proses Analisis,0
ADV-SRV-2028663,2025-09-05 15:14:00,KLN-1998,Keluarga Maryam Santoso,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,4,Dalam Proses Analisis,0
ADV-SRV-2028664,2025-05-02 14:56:00,KLN-1511,Keluarga Taufiq Kusuma,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028665,2025-09-19 15:22:00,KLN-892,Bpk. Zahra Saputra,Tangerang Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2028666,2025-07-10 15:22:00,KLN-349,Ibu Rania Saputra,Kuala Lumpur (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2028667,2025-05-25 12:37:00,KLN-1272,Keluarga Zaid Maulana,Depok,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028668,2025-07-22 10:34:00,KLN-1239,Bpk. Khadijah Suryono,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2028669,2025-05-18 14:55:00,KLN-1991,Ibu Muhammad Wijaya,Tangerang Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,4,Dalam Proses Analisis,250000
ADV-SRV-2028670,2025-07-14 12:07:00,KLN-153,Bpk. Ilham Suryono,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,0
ADV-SRV-2028671,2025-09-09 16:06:00,KLN-1428,Ibu Putri Nugroho,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2028672,2025-05-31 18:20:00,KLN-1465,Ibu Ilham Ramadhan,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2028673,2025-02-19 19:16:00,KLN-470,Ibu Azizah Kusuma,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,500000
ADV-SRV-2028674,2025-05-26 12:32:00,KLN-415,Keluarga Rizky Hidayat,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,4,Selesai & Laporan Terbit,0
ADV-SRV-2028675,2025-09-21 17:41:00,KLN-1174,Keluarga Hasan Utami,Surabaya,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,1,Dalam Proses Analisis,100000
ADV-SRV-2028676,2025-04-21 10:12:00,KLN-1059,Bpk. Laila Saputra,Jakarta Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028677,2025-01-10 16:38:00,KLN-296,Ibu Laila Hakim,Bekasi,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),500000
ADV-SRV-2028678,2025-12-20 19:53:00,KLN-1525,Keluarga Hana Santoso,Surabaya,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,4,Dalam Proses Analisis,500000
ADV-SRV-2028679,2025-11-26 11:47:00,KLN-1006,Bpk. Putri Hidayat,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028680,2025-08-03 09:43:00,KLN-1564,Ibu Salma Pratama,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028681,2025-12-26 20:42:00,KLN-508,Bpk. Rafi Ramadhan,Jakarta Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),250000
ADV-SRV-2028682,2025-08-13 13:58:00,KLN-1296,Bpk. Ilham Wijaya,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028683,2025-01-05 07:18:00,KLN-1371,Bpk. Rafi Nugroho,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028684,2025-03-20 16:52:00,KLN-1912,Bpk. Khadijah Lestari,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2028685,2025-10-02 17:18:00,KLN-371,Keluarga Azizah Nugroho,Jakarta Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2028686,2025-01-25 17:31:00,KLN-931,Bpk. Laila Saputra,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028687,2025-01-22 10:42:00,KLN-1014,Bpk. Zahra Firmansyah,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,2,Selesai & Laporan Terbit,0
ADV-SRV-2028688,2025-03-01 18:40:00,KLN-993,Ibu Laila Kusuma,Bekasi,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2028689,2025-09-10 10:06:00,KLN-369,Keluarga Nurul Lestari,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),250000
ADV-SRV-2028690,2025-12-13 13:56:00,KLN-455,Bpk. Zahra Firmansyah,Jakarta Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2028691,2025-09-19 16:25:00,KLN-1351,Keluarga Fatimah Santoso,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Dalam Proses Analisis,100000
ADV-SRV-2028692,2025-04-04 12:17:00,KLN-1899,Bpk. Taufiq Maulana,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028693,2025-05-24 07:02:00,KLN-1606,Bpk. Taufiq Kusuma,Bogor,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028694,2025-10-19 21:53:00,KLN-1459,Bpk. Ilham Pratama,Yogyakarta,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028695,2025-07-01 21:52:00,KLN-297,Ibu Salma Suryono,Surabaya,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028696,2025-01-07 15:12:00,KLN-735,Bpk. Zahra Lestari,Surabaya,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028697,2025-10-24 21:18:00,KLN-1235,Keluarga Azizah Santoso,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Dalam Proses Analisis,250000
ADV-SRV-2028698,2025-09-05 15:43:00,KLN-1573,Keluarga Danang Ramadhan,Singapura (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028699,2025-06-09 13:48:00,KLN-205,Bpk. Fatimah Wijaya,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,3,Selesai & Laporan Terbit,0
ADV-SRV-2028700,2025-10-28 18:27:00,KLN-1189,Bpk. Fikri Wijaya,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2028701,2025-11-02 11:08:00,KLN-1091,Keluarga Fatimah Santoso,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Dalam Proses Analisis,100000
ADV-SRV-2028702,2025-03-12 17:37:00,KLN-907,Ibu Aisyah Lestari,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2028703,2025-08-09 12:31:00,KLN-1370,Bpk. Fatimah Saputra,Singapura (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,2,Selesai & Laporan Terbit,0
ADV-SRV-2028704,2025-01-30 17:41:00,KLN-699,Bpk. Harun Ramadhan,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028705,2025-06-21 15:03:00,KLN-623,Bpk. Salma Firmansyah,Tangerang Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028706,2025-08-09 08:36:00,KLN-1146,Ibu Ahmad Lestari,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028707,2025-07-23 15:58:00,KLN-1965,Bpk. Danang Pratama,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028708,2025-01-17 13:25:00,KLN-1093,Ibu Azizah Ramadhan,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,4,Dalam Proses Analisis,0
ADV-SRV-2028709,2025-12-21 14:24:00,KLN-881,Keluarga Hana Saputra,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,4,Selesai & Laporan Terbit,0
ADV-SRV-2028710,2025-03-12 12:30:00,KLN-479,Keluarga Rafi Pratama,Jakarta Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,500000
ADV-SRV-2028711,2025-04-24 18:06:00,KLN-477,Keluarga Danang Lestari,Bogor,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,100000
ADV-SRV-2028712,2025-03-15 21:12:00,KLN-735,Keluarga Farhan Pratama,Bogor,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028713,2025-08-13 18:07:00,KLN-1696,Bpk. Nurul Kusuma,Jakarta Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2028714,2025-10-27 21:07:00,KLN-1086,Ibu Azizah Pratama,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,500000
ADV-SRV-2028715,2025-03-01 19:03:00,KLN-660,Ibu Safira Ramadhan,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028716,2025-08-18 07:45:00,KLN-1043,Bpk. Ibrahim Nugroho,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,100000
ADV-SRV-2028717,2025-07-11 17:34:00,KLN-1936,Ibu Nisa Hidayat,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028718,2025-06-12 08:43:00,KLN-1821,Ibu Azizah Ramadhan,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028719,2025-01-24 11:20:00,KLN-1579,Bpk. Ahmad Santoso,Kuala Lumpur (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028720,2025-04-11 08:53:00,KLN-1827,Keluarga Ibrahim Saputra,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028721,2025-08-06 21:55:00,KLN-1425,Bpk. Ali Maulana,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028722,2025-11-13 10:08:00,KLN-1036,Ibu Muhammad Wijaya,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2028723,2025-07-13 10:52:00,KLN-790,Bpk. Zahra Pratama,Singapura (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2028724,2025-07-19 20:00:00,KLN-279,Ibu Rania Suryono,Depok,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2028725,2025-05-12 21:23:00,KLN-1936,Ibu Nisa Suryono,Bekasi,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2028726,2025-02-07 17:36:00,KLN-1952,Bpk. Farhan Lestari,Surabaya,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,1,Dalam Proses Analisis,0
ADV-SRV-2028727,2025-08-03 12:38:00,KLN-1666,Keluarga Ilham Suryono,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2028728,2025-10-29 20:45:00,KLN-1018,Keluarga Ilham Kusuma,Tangerang Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2028729,2025-12-03 09:40:00,KLN-1876,Bpk. Umar Wijaya,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028730,2025-05-04 11:54:00,KLN-1952,Bpk. Ibrahim Wijaya,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Dalam Proses Analisis,100000
ADV-SRV-2028731,2025-02-07 15:55:00,KLN-959,Bpk. Salma Utami,Singapura (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2028732,2025-05-24 07:17:00,KLN-590,Bpk. Rafi Firmansyah,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028733,2025-09-10 20:07:00,KLN-632,Ibu Rania Firmansyah,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,3,Selesai & Laporan Terbit,0
ADV-SRV-2028734,2025-11-05 10:19:00,KLN-1779,Ibu Nurul Ramadhan,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,250000
ADV-SRV-2028735,2025-12-03 11:18:00,KLN-688,Keluarga Rafi Firmansyah,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028736,2025-09-07 16:12:00,KLN-1139,Bpk. Ali Ramadhan,Singapura (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028737,2025-10-29 19:09:00,KLN-1828,Keluarga Zaid Nugroho,Kuala Lumpur (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2028738,2025-07-15 07:08:00,KLN-1762,Bpk. Rafi Pratama,Singapura (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),500000
ADV-SRV-2028739,2025-08-17 21:22:00,KLN-553,Bpk. Salma Kusuma,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,3,Dalam Proses Analisis,250000
ADV-SRV-2028740,2025-05-21 13:25:00,KLN-181,Bpk. Nisa Firmansyah,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028741,2025-09-30 14:11:00,KLN-243,Ibu Taufiq Ramadhan,Kuala Lumpur (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2028742,2025-09-15 09:43:00,KLN-934,Ibu Putri Hidayat,Yogyakarta,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2028743,2025-06-15 21:24:00,KLN-705,Ibu Ibrahim Lestari,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,500000
ADV-SRV-2028744,2025-05-03 17:18:00,KLN-238,Bpk. Danang Wijaya,Bekasi,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,250000
ADV-SRV-2028745,2025-01-04 11:36:00,KLN-309,Keluarga Zaid Wijaya,Bekasi,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
