id_bayar,nis_santri,nama_santri,tingkat,jurusan,kamar_asrama,tgl_bayar,kode_pos_biaya,nama_pos_biaya,nominal_tagihan,nominal_dibayar,status_bayar,metode_bayar,nama_wali,kategori_beasiswa
BYR-PSN-20253264,NIS-23948,Muhammad Maulana,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 237,2025-04-10 19:05:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Transfer Bank Muamalat,H. Danang Wijaya,Reguler (Mandiri)
BYR-PSN-20253265,NIS-24972,Rizky Pratama,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 236,2025-05-25 14:45:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Danang Ramadhan,Reguler (Mandiri)
BYR-PSN-20253266,NIS-23148,Zaid Hidayat,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 260,2025-05-24 10:56:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account BSI,H. Ahmad Ramadhan,Reguler (Mandiri)
BYR-PSN-20253267,NIS-24413,Rizky Nugroho,SMK,DKV,Gedung Utsman bin Affan Kamar 226,2025-07-24 11:59:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account BSI,H. Zaid Maulana,Reguler (Mandiri)
BYR-PSN-20253268,NIS-24165,Ali Firmansyah,Persiapan,MAT,Gedung Umar bin Khattab Kamar 203,2025-01-12 12:52:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,0,Lunas Beasiswa Penuh,Tunai Bendahara,H. Harun Kusuma,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20253269,NIS-24448,Taufiq Hidayat,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 132,2025-02-16 10:04:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Tunggakan Sebagian,Virtual Account BSI,H. Muhammad Santoso,Reguler (Mandiri)
BYR-PSN-20253270,NIS-23105,Ali Hakim,SMK,DKV,Gedung Umar bin Khattab Kamar 171,2025-10-27 20:18:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,937500,Lunas (Potongan 25%),QRIS Pendidikan,H. Ali Lestari,Keringanan Khusus 25%
BYR-PSN-20253271,NIS-24587,Zaid Saputra,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 276,2025-06-14 21:59:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,QRIS Pendidikan,H. Fikri Firmansyah,Reguler (Mandiri)
BYR-PSN-20253272,NIS-24647,Rafi Hidayat,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 152,2025-10-04 07:01:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Virtual Account BSI,H. Harun Lestari,Reguler (Mandiri)
BYR-PSN-20253273,NIS-23147,Ibrahim Kusuma,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 264,2025-01-10 17:44:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),QRIS Pendidikan,H. Ibrahim Nugroho,Beasiswa Prestasi 50%
BYR-PSN-20253274,NIS-24757,Taufiq Firmansyah,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 207,2025-04-22 12:05:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Hasan Saputra,Reguler (Mandiri)
BYR-PSN-20253275,NIS-24664,Umar Ramadhan,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 208,2025-04-17 21:39:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Tunai Bendahara,H. Ali Hidayat,Reguler (Mandiri)
BYR-PSN-20253276,NIS-23714,Ahmad Utami,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 139,2025-05-02 10:50:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Umar Santoso,Reguler (Mandiri)
BYR-PSN-20253277,NIS-25980,Ahmad Hidayat,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 123,2025-11-18 21:06:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,937500,Lunas (Potongan 25%),QRIS Pendidikan,H. Rafi Hakim,Keringanan Khusus 25%
BYR-PSN-20253278,NIS-25495,Danang Utami,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 220,2025-02-14 12:59:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,637500,Lunas (Potongan 25%),Virtual Account BSI,H. Ali Saputra,Keringanan Khusus 25%
BYR-PSN-20253279,NIS-25980,Harun Santoso,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 118,2025-12-31 11:02:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,637500,Lunas (Potongan 25%),Transfer Bank Muamalat,H. Taufiq Ramadhan,Keringanan Khusus 25%
BYR-PSN-20253280,NIS-25659,Ahmad Saputra,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 241,2025-05-28 09:10:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,QRIS Pendidikan,H. Umar Kusuma,Reguler (Mandiri)
BYR-PSN-20253281,NIS-25532,Ibrahim Kusuma,SMK,TKJ,Gedung Utsman bin Affan Kamar 151,2025-03-16 08:59:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ibrahim Suryono,Beasiswa Prestasi 50%
BYR-PSN-20253282,NIS-24958,Fikri Pratama,Persiapan,MAT,Gedung Utsman bin Affan Kamar 152,2025-01-27 17:02:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Rafi Wijaya,Beasiswa Prestasi 50%
BYR-PSN-20253283,NIS-23653,Danang Lestari,SMK,RPL,Gedung Utsman bin Affan Kamar 267,2025-11-25 07:25:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Hasan Hidayat,Reguler (Mandiri)
BYR-PSN-20253284,NIS-25513,Muhammad Wijaya,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 228,2025-09-13 13:27:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ibrahim Pratama,Beasiswa Prestasi 50%
BYR-PSN-20253285,NIS-25831,Ibrahim Hakim,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 218,2025-01-13 20:21:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Transfer Bank Muamalat,H. Taufiq Maulana,Reguler (Mandiri)
BYR-PSN-20253286,NIS-24766,Umar Kusuma,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 161,2025-07-15 08:27:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),QRIS Pendidikan,H. Ahmad Kusuma,Beasiswa Prestasi 50%
BYR-PSN-20253287,NIS-23834,Rizky Maulana,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 236,2025-06-13 18:06:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Tunggakan Sebagian,Transfer Bank Muamalat,H. Rizky Hakim,Reguler (Mandiri)
BYR-PSN-20253288,NIS-24135,Taufiq Maulana,SMK,DKV,Gedung Umar bin Khattab Kamar 300,2025-06-05 12:29:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Hasan Wijaya,Reguler (Mandiri)
BYR-PSN-20253289,NIS-25503,Rafi Ramadhan,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 137,2025-09-18 16:38:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,0,Lunas Beasiswa Penuh,Tunai Bendahara,H. Taufiq Maulana,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20253290,NIS-23261,Rafi Ramadhan,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 207,2025-07-08 07:28:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Virtual Account Bank Syariah,H. Ali Nugroho,Reguler (Mandiri)
BYR-PSN-20253291,NIS-25146,Rafi Utami,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 239,2025-09-26 10:26:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Harun Kusuma,Reguler (Mandiri)
BYR-PSN-20253292,NIS-24414,Farhan Hidayat,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 183,2025-05-02 19:30:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Muhammad Suryono,Reguler (Mandiri)
BYR-PSN-20253293,NIS-25315,Taufiq Kusuma,SMK,RPL,Gedung Umar bin Khattab Kamar 132,2025-05-15 10:39:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account BSI,H. Fikri Utami,Reguler (Mandiri)
BYR-PSN-20253294,NIS-25388,Umar Santoso,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 149,2025-01-28 12:53:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Umar Kusuma,Reguler (Mandiri)
BYR-PSN-20253295,NIS-23818,Farhan Maulana,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 255,2025-06-15 11:31:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Tunai Bendahara,H. Fikri Ramadhan,Reguler (Mandiri)
BYR-PSN-20253296,NIS-24412,Ibrahim Utami,SMK,TKJ,Gedung Umar bin Khattab Kamar 270,2025-04-02 14:08:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Tunggakan Sebagian,Virtual Account Bank Syariah,H. Harun Suryono,Reguler (Mandiri)
BYR-PSN-20253297,NIS-23655,Umar Santoso,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 150,2025-09-02 12:09:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,QRIS Pendidikan,H. Rizky Santoso,Reguler (Mandiri)
BYR-PSN-20253298,NIS-25160,Muhammad Suryono,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 119,2025-09-06 10:10:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account BSI,H. Rafi Kusuma,Reguler (Mandiri)
BYR-PSN-20253299,NIS-23219,Farhan Hakim,SMK,DKV,Gedung Umar bin Khattab Kamar 132,2025-11-01 07:26:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Farhan Lestari,Reguler (Mandiri)
BYR-PSN-20253300,NIS-24947,Muhammad Ramadhan,SMK,TKJ,Gedung Umar bin Khattab Kamar 220,2025-03-11 09:15:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Muhammad Wijaya,Reguler (Mandiri)
BYR-PSN-20253301,NIS-25807,Fikri Maulana,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 197,2025-03-15 08:37:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Muhammad Ramadhan,Reguler (Mandiri)
BYR-PSN-20253302,NIS-23431,Zaid Firmansyah,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 149,2025-12-16 20:29:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Farhan Lestari,Reguler (Mandiri)
BYR-PSN-20253303,NIS-25245,Harun Santoso,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 142,2025-10-31 14:05:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Taufiq Suryono,Beasiswa Prestasi 50%
BYR-PSN-20253304,NIS-23994,Ilham Firmansyah,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 248,2025-03-24 19:47:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Taufiq Firmansyah,Reguler (Mandiri)
BYR-PSN-20253305,NIS-24000,Harun Maulana,SMK,RPL,Gedung Utsman bin Affan Kamar 296,2025-10-24 17:46:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,0,Lunas Beasiswa Penuh,Transfer Bank Muamalat,H. Harun Hakim,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20253306,NIS-25927,Ahmad Hidayat,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 184,2025-06-01 21:22:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,37500,Lunas (Potongan 25%),Virtual Account Bank Syariah,H. Umar Hidayat,Keringanan Khusus 25%
BYR-PSN-20253307,NIS-23309,Ilham Firmansyah,Persiapan,MAT,Gedung Utsman bin Affan Kamar 145,2025-03-25 18:29:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ibrahim Kusuma,Beasiswa Prestasi 50%
BYR-PSN-20253308,NIS-24676,Rafi Firmansyah,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 248,2025-05-06 11:46:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Tunggakan Sebagian,Tunai Bendahara,H. Muhammad Suryono,Reguler (Mandiri)
BYR-PSN-20253309,NIS-25933,Umar Suryono,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 178,2025-10-24 07:44:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Danang Santoso,Reguler (Mandiri)
BYR-PSN-20253310,NIS-23998,Ahmad Saputra,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 165,2025-10-10 21:24:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Farhan Maulana,Reguler (Mandiri)
BYR-PSN-20253311,NIS-24364,Muhammad Utami,Persiapan,MAT,Gedung Umar bin Khattab Kamar 209,2025-12-21 21:14:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Rafi Firmansyah,Reguler (Mandiri)
BYR-PSN-20253312,NIS-24759,Muhammad Hidayat,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 250,2025-05-23 16:27:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,QRIS Pendidikan,H. Zaid Lestari,Reguler (Mandiri)
BYR-PSN-20253313,NIS-24772,Ali Kusuma,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 128,2025-09-15 20:03:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,QRIS Pendidikan,H. Rafi Wijaya,Reguler (Mandiri)
BYR-PSN-20253314,NIS-24977,Hasan Suryono,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 149,2025-10-24 16:04:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Tunai Bendahara,H. Umar Hidayat,Reguler (Mandiri)
BYR-PSN-20253315,NIS-24925,Ahmad Lestari,SMK,RPL,Gedung Utsman bin Affan Kamar 184,2025-08-06 07:53:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Tunggakan Sebagian,QRIS Pendidikan,H. Umar Nugroho,Reguler (Mandiri)
BYR-PSN-20253316,NIS-24335,Rafi Lestari,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 267,2025-12-04 09:24:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Tunggakan Sebagian,Virtual Account Bank Syariah,H. Ibrahim Saputra,Reguler (Mandiri)
BYR-PSN-20253317,NIS-23781,Fikri Hakim,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 272,2025-09-01 13:26:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Rizky Maulana,Reguler (Mandiri)
BYR-PSN-20253318,NIS-25058,Ali Lestari,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 192,2025-12-28 07:18:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Lunas (Potongan 50%),QRIS Pendidikan,H. Taufiq Saputra,Beasiswa Prestasi 50%
BYR-PSN-20253319,NIS-23903,Harun Kusuma,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 105,2025-08-08 15:59:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,QRIS Pendidikan,H. Rizky Lestari,Reguler (Mandiri)
BYR-PSN-20253320,NIS-25673,Zaid Ramadhan,SMK,TKJ,Gedung Umar bin Khattab Kamar 247,2025-03-02 20:58:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Tunai Bendahara,H. Ali Firmansyah,Reguler (Mandiri)
BYR-PSN-20253321,NIS-24273,Ali Firmansyah,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 237,2025-03-03 19:15:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Tunggakan Sebagian,Transfer Bank Muamalat,H. Harun Suryono,Reguler (Mandiri)
BYR-PSN-20253322,NIS-24915,Danang Utami,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 158,2025-03-30 16:32:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,637500,Lunas (Potongan 25%),Transfer Bank Muamalat,H. Ali Ramadhan,Keringanan Khusus 25%
BYR-PSN-20253323,NIS-24441,Ilham Nugroho,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 246,2025-06-13 11:26:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Muhammad Firmansyah,Reguler (Mandiri)
BYR-PSN-20253324,NIS-25629,Ilham Hakim,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 174,2025-06-19 14:26:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Farhan Utami,Reguler (Mandiri)
BYR-PSN-20253325,NIS-24362,Harun Santoso,SMK,RPL,Gedung Utsman bin Affan Kamar 266,2025-06-13 15:56:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account BSI,H. Rafi Saputra,Reguler (Mandiri)
BYR-PSN-20253326,NIS-24016,Ali Ramadhan,Persiapan,MAT,Gedung Umar bin Khattab Kamar 285,2025-09-27 12:59:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Ibrahim Saputra,Reguler (Mandiri)
BYR-PSN-20253327,NIS-25223,Zaid Hidayat,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 174,2025-10-16 14:51:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,100000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ali Hakim,Beasiswa Prestasi 50%
BYR-PSN-20253328,NIS-24578,Danang Santoso,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 202,2025-04-23 12:08:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Danang Kusuma,Reguler (Mandiri)
BYR-PSN-20253329,NIS-24929,Ilham Lestari,SMK,RPL,Gedung Umar bin Khattab Kamar 168,2025-07-05 20:34:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Muhammad Lestari,Reguler (Mandiri)
BYR-PSN-20253330,NIS-24513,Farhan Hidayat,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 300,2025-10-01 10:01:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Tunggakan Sebagian,Virtual Account Bank Syariah,H. Ahmad Firmansyah,Reguler (Mandiri)
BYR-PSN-20253331,NIS-25901,Ali Hidayat,Persiapan,MAT,Gedung Umar bin Khattab Kamar 209,2025-08-29 07:26:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Virtual Account BSI,H. Ali Wijaya,Beasiswa Prestasi 50%
BYR-PSN-20253332,NIS-23785,Hasan Nugroho,SMK,DKV,Gedung Umar bin Khattab Kamar 127,2025-03-15 10:36:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),QRIS Pendidikan,H. Zaid Hidayat,Beasiswa Prestasi 50%
BYR-PSN-20253333,NIS-25243,Farhan Maulana,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 227,2025-03-18 13:07:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Hasan Wijaya,Reguler (Mandiri)
BYR-PSN-20253334,NIS-23345,Zaid Wijaya,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 282,2025-05-18 20:33:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Umar Firmansyah,Reguler (Mandiri)
BYR-PSN-20253335,NIS-24851,Ibrahim Suryono,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 265,2025-04-09 17:05:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account BSI,H. Rafi Saputra,Reguler (Mandiri)
BYR-PSN-20253336,NIS-23466,Umar Lestari,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 230,2025-07-18 12:02:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Ibrahim Nugroho,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20253337,NIS-23370,Ali Pratama,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 264,2025-03-07 14:29:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Harun Lestari,Reguler (Mandiri)
BYR-PSN-20253338,NIS-23088,Ali Maulana,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 106,2025-04-18 18:54:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,100000,Tunggakan Sebagian,Virtual Account Bank Syariah,H. Rafi Utami,Reguler (Mandiri)
BYR-PSN-20253339,NIS-23854,Ahmad Firmansyah,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 308,2025-09-11 21:08:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Tunggakan Sebagian,Virtual Account Bank Syariah,H. Hasan Suryono,Reguler (Mandiri)
BYR-PSN-20253340,NIS-23919,Rizky Ramadhan,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 257,2025-06-19 18:49:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,0,Lunas Beasiswa Penuh,Virtual Account Bank Syariah,H. Zaid Suryono,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20253341,NIS-23189,Muhammad Lestari,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 167,2025-09-28 08:45:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account Bank Syariah,H. Ali Santoso,Reguler (Mandiri)
BYR-PSN-20253342,NIS-24919,Umar Kusuma,Persiapan,MAT,Gedung Utsman bin Affan Kamar 150,2025-07-30 13:36:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,QRIS Pendidikan,H. Ibrahim Pratama,Reguler (Mandiri)
BYR-PSN-20253343,NIS-25545,Umar Saputra,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 156,2025-03-15 15:14:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Zaid Lestari,Reguler (Mandiri)
BYR-PSN-20253344,NIS-23933,Ibrahim Hakim,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 130,2025-05-04 10:31:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Umar Kusuma,Reguler (Mandiri)
BYR-PSN-20253345,NIS-24344,Ilham Ramadhan,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 228,2025-04-04 09:32:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2062500,Lunas (Potongan 25%),Virtual Account BSI,H. Ilham Maulana,Keringanan Khusus 25%
BYR-PSN-20253346,NIS-24455,Harun Firmansyah,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 302,2025-03-04 18:52:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Muhammad Nugroho,Reguler (Mandiri)
BYR-PSN-20253347,NIS-25101,Rizky Utami,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 212,2025-05-19 18:06:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Hasan Hidayat,Reguler (Mandiri)
BYR-PSN-20253348,NIS-25280,Danang Lestari,SMK,TKJ,Gedung Utsman bin Affan Kamar 278,2025-07-29 18:58:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Rizky Nugroho,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20253349,NIS-24477,Rizky Nugroho,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 190,2025-07-05 07:47:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,QRIS Pendidikan,H. Harun Pratama,Reguler (Mandiri)
BYR-PSN-20253350,NIS-23544,Hasan Pratama,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 225,2025-12-06 08:10:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,QRIS Pendidikan,H. Farhan Utami,Reguler (Mandiri)
BYR-PSN-20253351,NIS-23186,Hasan Saputra,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 248,2025-09-06 18:38:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),Tunai Bendahara,H. Muhammad Lestari,Beasiswa Prestasi 50%
BYR-PSN-20253352,NIS-23164,Rafi Maulana,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 231,2025-09-26 07:11:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,QRIS Pendidikan,H. Ali Kusuma,Reguler (Mandiri)
BYR-PSN-20253353,NIS-24542,Harun Wijaya,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 136,2025-06-21 20:28:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Farhan Utami,Reguler (Mandiri)
