nomor_kontrak,id_konsumen,nama_konsumen,kode_proyek,tipe_unit,luas_bangunan_m2,luas_tanah_m2,tgl_akad,skema_akad,harga_pokok_developer,margin_keuntungan,total_harga_jual,uang_muka_dp,tenor_bulan,angsuran_per_bulan,angsuran_ke,total_terbayar,sisa_piutang,status_kelancaran
KTR-AGP-2027375,KNS-154,Nurul Maulana,PRJ-04,Tipe 60/90,60,90,2025-11-21 08:48:00,Cash Keras Bertahap,540000000,162000000,702000000,210600000,24,20475000,16,538200000,163800000,Lancar
KTR-AGP-2027376,KNS-1105,Laila Firmansyah,PRJ-01,Tipe 120/150 VIP,120,150,2025-07-02 20:27:00,Istishna' (Pesan Bangun),1250000000,225000000,1475000000,737500000,84,8779761,27,974553547,500446453,Tertunggak >60 Hari
KTR-AGP-2027377,KNS-353,Ahmad Saputra,PRJ-02,Tipe 84/120,84,120,2025-07-16 15:29:00,IMBT (Sewa Beli / Leasing),780000000,140400000,920400000,92040000,36,23010000,32,828360000,92040000,Lancar
KTR-AGP-2027378,KNS-625,Ilham Ramadhan,PRJ-01,Tipe 36/60,36,60,2025-03-31 17:34:00,Istishna' (Pesan Bangun),240000000,43200000,283200000,56640000,24,9440000,7,122720000,160480000,Lunas Dini
KTR-AGP-2027379,KNS-725,Nisa Saputra,PRJ-01,Tipe 45/72,45,72,2025-08-12 15:41:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,47500000,24,17812500,21,421562500,53437500,Tertunggak >60 Hari
KTR-AGP-2027380,KNS-2328,Muhammad Wijaya,PRJ-05,Tipe 120/150 VIP,120,150,2025-03-25 12:40:00,Murabahah (Jual Beli Angsuran),1250000000,225000000,1475000000,737500000,24,30729166,1,768229166,706770834,Lancar
KTR-AGP-2027381,KNS-1686,Danang Hidayat,PRJ-03,Tipe 36/60,36,60,2025-06-17 11:55:00,Murabahah (Jual Beli Angsuran),240000000,43200000,283200000,84960000,120,1652000,1,86612000,196588000,Tertunggak >60 Hari
KTR-AGP-2027382,KNS-493,Fatimah Lestari,PRJ-01,Tipe 36/60,36,60,2025-01-07 15:47:00,Istishna' (Pesan Bangun),240000000,60000000,300000000,90000000,24,8750000,3,116250000,183750000,Lancar
KTR-AGP-2027383,KNS-431,Umar Kusuma,PRJ-01,Tipe 36/60,36,60,2025-04-22 10:45:00,IMBT (Sewa Beli / Leasing),240000000,52800000,292800000,29280000,84,3137142,7,51239994,241560006,Tertunggak >60 Hari
KTR-AGP-2027384,KNS-2051,Nisa Firmansyah,PRJ-04,Tipe 36/60,36,60,2025-07-08 10:07:00,IMBT (Sewa Beli / Leasing),240000000,52800000,292800000,58560000,60,3904000,16,121024000,171776000,Dalam Pantauan
KTR-AGP-2027385,KNS-1688,Rania Pratama,PRJ-02,Tipe 45/72,45,72,2025-07-25 10:49:00,Murabahah (Jual Beli Angsuran),380000000,114000000,494000000,247000000,24,10291666,6,308749996,185250004,Lancar
KTR-AGP-2027386,KNS-460,Rizky Maulana,PRJ-01,Tipe 60/90,60,90,2025-06-06 17:11:00,Cash Keras Bertahap,540000000,118800000,658800000,197640000,36,12810000,7,287310000,371490000,Lancar
KTR-AGP-2027387,KNS-1897,Rania Wijaya,PRJ-01,Tipe 36/60,36,60,2025-11-16 21:50:00,Cash Keras Bertahap,240000000,72000000,312000000,156000000,60,2600000,14,192400000,119600000,Tertunggak 1-30 Hari
KTR-AGP-2027388,KNS-522,Dina Utami,PRJ-05,Tipe 45/72,45,72,2025-09-25 13:01:00,Istishna' (Pesan Bangun),380000000,114000000,494000000,98800000,60,6586666,8,151493328,342506672,Lancar
KTR-AGP-2027389,KNS-1749,Danang Utami,PRJ-01,Tipe 84/120,84,120,2025-06-05 17:16:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,487500000,84,5803571,17,586160707,388839293,Tertunggak 1-30 Hari
KTR-AGP-2027390,KNS-1004,Muhammad Hakim,PRJ-03,Tipe 45/72,45,72,2025-08-10 07:59:00,Murabahah (Jual Beli Angsuran),380000000,114000000,494000000,98800000,36,10977777,6,164666662,329333338,Tertunggak 1-30 Hari
KTR-AGP-2027391,KNS-252,Ibrahim Nugroho,PRJ-05,Tipe 120/150 VIP,120,150,2025-12-26 07:38:00,Cash Keras Bertahap,1250000000,275000000,1525000000,152500000,24,57187500,7,552812500,972187500,Lancar
KTR-AGP-2027392,KNS-2466,Safira Lestari,PRJ-02,Tipe 36/60,36,60,2025-02-06 11:54:00,Cash Keras Bertahap,240000000,72000000,312000000,62400000,24,10400000,10,166400000,145600000,Lancar
KTR-AGP-2027393,KNS-2618,Laila Firmansyah,PRJ-03,Tipe 84/120,84,120,2025-01-02 07:32:00,IMBT (Sewa Beli / Leasing),780000000,140400000,920400000,184080000,60,12272000,15,368160000,552240000,Lunas Dini
KTR-AGP-2027394,KNS-2219,Rania Hidayat,PRJ-03,Tipe 45/72,45,72,2025-06-17 19:29:00,Murabahah (Jual Beli Angsuran),380000000,83600000,463600000,139080000,36,9014444,33,436556652,27043348,Lancar
KTR-AGP-2027395,KNS-1302,Rizky Suryono,PRJ-02,Tipe 36/60,36,60,2025-10-23 13:28:00,Cash Keras Bertahap,240000000,52800000,292800000,58560000,24,9760000,2,78080000,214720000,Lunas Dini
KTR-AGP-2027396,KNS-2391,Azizah Nugroho,PRJ-03,Tipe 84/120,84,120,2025-05-29 13:24:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,97500000,24,36562500,10,463125000,511875000,Lancar
KTR-AGP-2027397,KNS-552,Farhan Suryono,PRJ-04,Tipe 120/150 VIP,120,150,2025-05-09 18:57:00,IMBT (Sewa Beli / Leasing),1250000000,312500000,1562500000,156250000,120,11718750,14,320312500,1242187500,Tertunggak >60 Hari
KTR-AGP-2027398,KNS-866,Safira Maulana,PRJ-02,Tipe 36/60,36,60,2025-09-03 20:21:00,IMBT (Sewa Beli / Leasing),240000000,43200000,283200000,56640000,24,9440000,11,160480000,122720000,Tertunggak >60 Hari
KTR-AGP-2027399,KNS-1861,Rafi Maulana,PRJ-03,Tipe 120/150 VIP,120,150,2025-12-04 13:07:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,162500000,84,17410714,16,441071424,1183928576,Lancar
KTR-AGP-2027400,KNS-2348,Umar Wijaya,PRJ-03,Tipe 120/150 VIP,120,150,2025-12-14 16:00:00,IMBT (Sewa Beli / Leasing),1250000000,275000000,1525000000,305000000,24,50833333,1,355833333,1169166667,Tertunggak 1-30 Hari
KTR-AGP-2027401,KNS-394,Laila Pratama,PRJ-01,Tipe 60/90,60,90,2025-05-22 13:13:00,IMBT (Sewa Beli / Leasing),540000000,135000000,675000000,67500000,84,7232142,9,132589278,542410722,Lancar
KTR-AGP-2027402,KNS-322,Taufiq Utami,PRJ-04,Tipe 84/120,84,120,2025-07-12 07:33:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,304200000,36,19716666,16,619666656,394333344,Lancar
KTR-AGP-2027403,KNS-1825,Ibrahim Wijaya,PRJ-04,Tipe 45/72,45,72,2025-04-12 07:55:00,Istishna' (Pesan Bangun),380000000,83600000,463600000,231800000,120,1931666,15,260774990,202825010,Tertunggak 1-30 Hari
KTR-AGP-2027404,KNS-2571,Rania Pratama,PRJ-02,Tipe 60/90,60,90,2025-07-19 16:41:00,IMBT (Sewa Beli / Leasing),540000000,135000000,675000000,135000000,36,15000000,3,180000000,495000000,Lancar
KTR-AGP-2027405,KNS-229,Fikri Lestari,PRJ-03,Tipe 60/90,60,90,2025-12-28 08:36:00,Murabahah (Jual Beli Angsuran),540000000,97200000,637200000,63720000,24,23895000,23,613305000,23895000,Tertunggak >60 Hari
KTR-AGP-2027406,KNS-987,Ilham Utami,PRJ-02,Tipe 84/120,84,120,2025-06-05 16:42:00,Istishna' (Pesan Bangun),780000000,171600000,951600000,285480000,60,11102000,27,585234000,366366000,Lunas Dini
KTR-AGP-2027407,KNS-1572,Ibrahim Lestari,PRJ-05,Tipe 120/150 VIP,120,150,2025-11-05 20:14:00,IMBT (Sewa Beli / Leasing),1250000000,275000000,1525000000,457500000,60,17791666,11,653208326,871791674,Lancar
KTR-AGP-2027408,KNS-2018,Ilham Santoso,PRJ-03,Tipe 120/150 VIP,120,150,2025-08-03 13:08:00,Cash Keras Bertahap,1250000000,225000000,1475000000,147500000,120,11062500,32,501500000,973500000,Lancar
KTR-AGP-2027409,KNS-921,Harun Hidayat,PRJ-01,Tipe 84/120,84,120,2025-01-14 17:27:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,475800000,24,19825000,19,852475000,99125000,Lunas Dini
KTR-AGP-2027410,KNS-2191,Ilham Maulana,PRJ-03,Tipe 60/90,60,90,2025-03-04 19:01:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,351000000,36,9750000,5,399750000,302250000,Lancar
KTR-AGP-2027411,KNS-2249,Umar Pratama,PRJ-01,Tipe 45/72,45,72,2025-05-12 14:06:00,Istishna' (Pesan Bangun),380000000,68400000,448400000,224200000,60,3736666,6,246619996,201780004,Lancar
KTR-AGP-2027412,KNS-111,Dina Kusuma,PRJ-02,Tipe 84/120,84,120,2025-04-20 11:56:00,IMBT (Sewa Beli / Leasing),780000000,195000000,975000000,487500000,84,5803571,24,626785704,348214296,Dalam Pantauan
KTR-AGP-2027413,KNS-2643,Ali Ramadhan,PRJ-05,Tipe 60/90,60,90,2025-04-30 14:39:00,Murabahah (Jual Beli Angsuran),540000000,97200000,637200000,63720000,24,23895000,21,565515000,71685000,Lancar
KTR-AGP-2027414,KNS-1888,Muhammad Santoso,PRJ-02,Tipe 60/90,60,90,2025-08-03 19:26:00,Murabahah (Jual Beli Angsuran),540000000,118800000,658800000,197640000,60,7686000,18,335988000,322812000,Lancar
KTR-AGP-2027415,KNS-2692,Rizky Utami,PRJ-04,Tipe 45/72,45,72,2025-03-08 07:20:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,224200000,84,2669047,18,272242846,176157154,Tertunggak >60 Hari
KTR-AGP-2027416,KNS-749,Khadijah Wijaya,PRJ-01,Tipe 36/60,36,60,2025-02-02 08:15:00,Cash Keras Bertahap,240000000,43200000,283200000,56640000,84,2697142,11,86308562,196891438,Dalam Pantauan
KTR-AGP-2027417,KNS-2377,Salma Kusuma,PRJ-04,Tipe 84/120,84,120,2025-11-24 09:31:00,Istishna' (Pesan Bangun),780000000,234000000,1014000000,202800000,84,9657142,21,405599982,608400018,Lunas Dini
KTR-AGP-2027418,KNS-268,Khadijah Maulana,PRJ-03,Tipe 60/90,60,90,2025-07-31 21:11:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,70200000,120,5265000,30,228150000,473850000,Lancar
KTR-AGP-2027419,KNS-2839,Umar Ramadhan,PRJ-01,Tipe 45/72,45,72,2025-06-04 14:27:00,Cash Keras Bertahap,380000000,68400000,448400000,89680000,120,2989333,6,107615998,340784002,Lancar
KTR-AGP-2027420,KNS-1483,Ahmad Hidayat,PRJ-03,Tipe 120/150 VIP,120,150,2025-06-04 07:08:00,Murabahah (Jual Beli Angsuran),1250000000,312500000,1562500000,312500000,84,14880952,2,342261904,1220238096,Lancar
KTR-AGP-2027421,KNS-1856,Rania Ramadhan,PRJ-02,Tipe 60/90,60,90,2025-01-18 21:24:00,Istishna' (Pesan Bangun),540000000,162000000,702000000,140400000,84,6685714,36,381085704,320914296,Lancar
KTR-AGP-2027422,KNS-2612,Rafi Wijaya,PRJ-05,Tipe 120/150 VIP,120,150,2025-04-26 10:12:00,Murabahah (Jual Beli Angsuran),1250000000,375000000,1625000000,812500000,24,33854166,9,1117187494,507812506,Lancar
KTR-AGP-2027423,KNS-2392,Nurul Hidayat,PRJ-02,Tipe 36/60,36,60,2025-06-25 07:20:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,30000000,24,11250000,23,288750000,11250000,Lancar
KTR-AGP-2027424,KNS-517,Danang Hakim,PRJ-02,Tipe 60/90,60,90,2025-12-02 13:57:00,IMBT (Sewa Beli / Leasing),540000000,97200000,637200000,127440000,36,14160000,33,594720000,42480000,Dalam Pantauan
KTR-AGP-2027425,KNS-852,Rafi Hakim,PRJ-03,Tipe 45/72,45,72,2025-12-15 07:53:00,Murabahah (Jual Beli Angsuran),380000000,68400000,448400000,89680000,84,4270476,27,204982852,243417148,Tertunggak 1-30 Hari
KTR-AGP-2027426,KNS-1685,Umar Suryono,PRJ-05,Tipe 120/150 VIP,120,150,2025-10-09 19:32:00,IMBT (Sewa Beli / Leasing),1250000000,225000000,1475000000,442500000,24,43020833,10,872708330,602291670,Lancar
KTR-AGP-2027427,KNS-1706,Rizky Kusuma,PRJ-02,Tipe 60/90,60,90,2025-07-19 18:47:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,70200000,84,7521428,20,220628560,481371440,Dalam Pantauan
KTR-AGP-2027428,KNS-979,Ali Saputra,PRJ-05,Tipe 60/90,60,90,2025-08-14 13:56:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,197640000,120,3843000,8,228384000,430416000,Tertunggak 1-30 Hari
KTR-AGP-2027429,KNS-512,Muhammad Santoso,PRJ-05,Tipe 36/60,36,60,2025-04-26 21:30:00,Cash Keras Bertahap,240000000,43200000,283200000,56640000,120,1888000,12,79296000,203904000,Lunas Dini
KTR-AGP-2027430,KNS-1794,Fikri Ramadhan,PRJ-04,Tipe 84/120,84,120,2025-11-29 21:30:00,Cash Keras Bertahap,780000000,140400000,920400000,460200000,84,5478571,7,498549997,421850003,Lunas Dini
KTR-AGP-2027431,KNS-1079,Nisa Maulana,PRJ-01,Tipe 84/120,84,120,2025-06-29 13:47:00,IMBT (Sewa Beli / Leasing),780000000,195000000,975000000,292500000,24,28437500,10,576875000,398125000,Lunas Dini
KTR-AGP-2027432,KNS-1713,Ibrahim Ramadhan,PRJ-03,Tipe 36/60,36,60,2025-05-28 14:44:00,Istishna' (Pesan Bangun),240000000,72000000,312000000,156000000,84,1857142,6,167142852,144857148,Lancar
KTR-AGP-2027433,KNS-990,Safira Firmansyah,PRJ-05,Tipe 84/120,84,120,2025-02-16 16:41:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,202800000,36,22533333,2,247866666,766133334,Lancar
KTR-AGP-2027434,KNS-1938,Rafi Santoso,PRJ-04,Tipe 45/72,45,72,2025-03-13 18:14:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,237500000,60,3958333,28,348333324,126666676,Lancar
KTR-AGP-2027435,KNS-1858,Khadijah Hidayat,PRJ-04,Tipe 36/60,36,60,2025-11-30 14:35:00,IMBT (Sewa Beli / Leasing),240000000,43200000,283200000,141600000,24,5900000,15,230100000,53100000,Dalam Pantauan
KTR-AGP-2027436,KNS-759,Ilham Saputra,PRJ-03,Tipe 45/72,45,72,2025-10-09 19:48:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,92720000,84,4415238,34,242838092,220761908,Tertunggak >60 Hari
KTR-AGP-2027437,KNS-2079,Safira Wijaya,PRJ-01,Tipe 120/150 VIP,120,150,2025-01-10 07:18:00,IMBT (Sewa Beli / Leasing),1250000000,312500000,1562500000,312500000,120,10416666,29,614583314,947916686,Lancar
KTR-AGP-2027438,KNS-2479,Dina Santoso,PRJ-03,Tipe 36/60,36,60,2025-05-21 15:50:00,Cash Keras Bertahap,240000000,72000000,312000000,62400000,36,6933333,6,103999998,208000002,Lancar
KTR-AGP-2027439,KNS-2053,Muhammad Suryono,PRJ-05,Tipe 84/120,84,120,2025-07-08 21:28:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,190320000,36,21146666,10,401786660,549813340,Lancar
KTR-AGP-2027440,KNS-2408,Rafi Saputra,PRJ-02,Tipe 36/60,36,60,2025-01-15 14:41:00,Cash Keras Bertahap,240000000,43200000,283200000,84960000,36,5506666,24,217119984,66080016,Lancar
KTR-AGP-2027441,KNS-1366,Danang Suryono,PRJ-04,Tipe 84/120,84,120,2025-11-14 12:08:00,Istishna' (Pesan Bangun),780000000,140400000,920400000,92040000,36,23010000,16,460200000,460200000,Lancar
KTR-AGP-2027442,KNS-1127,Aisyah Saputra,PRJ-01,Tipe 45/72,45,72,2025-06-06 07:33:00,Istishna' (Pesan Bangun),380000000,114000000,494000000,247000000,120,2058333,2,251116666,242883334,Lancar
KTR-AGP-2027443,KNS-2448,Aisyah Pratama,PRJ-04,Tipe 84/120,84,120,2025-09-06 09:42:00,Istishna' (Pesan Bangun),780000000,171600000,951600000,95160000,24,35685000,15,630435000,321165000,Lancar
KTR-AGP-2027444,KNS-2747,Safira Utami,PRJ-04,Tipe 36/60,36,60,2025-03-08 12:46:00,IMBT (Sewa Beli / Leasing),240000000,72000000,312000000,93600000,60,3640000,3,104520000,207480000,Lancar
KTR-AGP-2027445,KNS-573,Rafi Firmansyah,PRJ-04,Tipe 60/90,60,90,2025-05-22 17:30:00,IMBT (Sewa Beli / Leasing),540000000,97200000,637200000,318600000,24,13275000,8,424800000,212400000,Lancar
KTR-AGP-2027446,KNS-1879,Umar Suryono,PRJ-05,Tipe 84/120,84,120,2025-02-22 11:01:00,Cash Keras Bertahap,780000000,195000000,975000000,195000000,36,21666666,9,389999994,585000006,Lunas Dini
KTR-AGP-2027447,KNS-1281,Ahmad Utami,PRJ-04,Tipe 120/150 VIP,120,150,2025-07-08 15:10:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,457500000,120,8895833,14,582041662,942958338,Lunas Dini
KTR-AGP-2027448,KNS-2732,Nurul Wijaya,PRJ-05,Tipe 36/60,36,60,2025-10-10 10:12:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,60000000,24,10000000,22,280000000,20000000,Tertunggak >60 Hari
KTR-AGP-2027449,KNS-2129,Muhammad Pratama,PRJ-05,Tipe 45/72,45,72,2025-05-11 08:30:00,Murabahah (Jual Beli Angsuran),380000000,95000000,475000000,95000000,36,10555555,16,263888880,211111120,Tertunggak 1-30 Hari
KTR-AGP-2027450,KNS-830,Ilham Santoso,PRJ-03,Tipe 120/150 VIP,120,150,2025-03-20 19:22:00,IMBT (Sewa Beli / Leasing),1250000000,312500000,1562500000,312500000,120,10416666,4,354166664,1208333336,Lancar
KTR-AGP-2027451,KNS-1223,Farhan Hakim,PRJ-05,Tipe 45/72,45,72,2025-10-26 11:52:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,89680000,24,14946666,2,119573332,328826668,Dalam Pantauan
KTR-AGP-2027452,KNS-532,Fatimah Hakim,PRJ-02,Tipe 84/120,84,120,2025-09-15 11:46:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,202800000,60,13520000,25,540800000,473200000,Dalam Pantauan
KTR-AGP-2027453,KNS-695,Fikri Lestari,PRJ-05,Tipe 120/150 VIP,120,150,2025-04-24 08:57:00,Cash Keras Bertahap,1250000000,275000000,1525000000,762500000,84,9077380,15,898660700,626339300,Tertunggak >60 Hari
KTR-AGP-2027454,KNS-1756,Hasan Firmansyah,PRJ-02,Tipe 84/120,84,120,2025-03-09 14:41:00,Istishna' (Pesan Bangun),780000000,140400000,920400000,184080000,120,6136000,12,257712000,662688000,Lancar
KTR-AGP-2027455,KNS-1307,Hana Lestari,PRJ-01,Tipe 84/120,84,120,2025-03-01 09:05:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,475800000,84,5664285,6,509785710,441814290,Tertunggak 1-30 Hari
KTR-AGP-2027456,KNS-1386,Zahra Wijaya,PRJ-02,Tipe 120/150 VIP,120,150,2025-03-01 19:16:00,Murabahah (Jual Beli Angsuran),1250000000,375000000,1625000000,325000000,24,54166666,7,704166662,920833338,Lancar
KTR-AGP-2027457,KNS-2996,Aisyah Lestari,PRJ-03,Tipe 36/60,36,60,2025-11-08 14:03:00,IMBT (Sewa Beli / Leasing),240000000,72000000,312000000,93600000,60,3640000,26,188240000,123760000,Tertunggak 1-30 Hari
KTR-AGP-2027458,KNS-1185,Aisyah Pratama,PRJ-05,Tipe 36/60,36,60,2025-08-22 08:32:00,Istishna' (Pesan Bangun),240000000,72000000,312000000,31200000,36,7800000,20,187200000,124800000,Lancar
KTR-AGP-2027459,KNS-302,Muhammad Saputra,PRJ-01,Tipe 120/150 VIP,120,150,2025-07-15 13:41:00,Cash Keras Bertahap,1250000000,275000000,1525000000,305000000,120,10166666,13,437166658,1087833342,Lancar
KTR-AGP-2027460,KNS-253,Aisyah Lestari,PRJ-01,Tipe 45/72,45,72,2025-04-20 19:49:00,Cash Keras Bertahap,380000000,68400000,448400000,224200000,120,1868333,15,252224995,196175005,Lancar
KTR-AGP-2027461,KNS-2429,Aisyah Santoso,PRJ-03,Tipe 120/150 VIP,120,150,2025-09-28 08:31:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,457500000,36,29652777,11,783680547,741319453,Tertunggak >60 Hari
KTR-AGP-2027462,KNS-1132,Ibrahim Santoso,PRJ-05,Tipe 60/90,60,90,2025-04-09 11:58:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,329400000,36,9150000,15,466650000,192150000,Dalam Pantauan
KTR-AGP-2027463,KNS-2053,Khadijah Pratama,PRJ-01,Tipe 36/60,36,60,2025-11-30 10:18:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,150000000,36,4166666,16,216666656,83333344,Tertunggak >60 Hari
KTR-AGP-2027464,KNS-1022,Taufiq Nugroho,PRJ-03,Tipe 84/120,84,120,2025-07-17 16:55:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,202800000,24,33800000,18,811200000,202800000,Lancar
KTR-AGP-2027465,KNS-1613,Rafi Nugroho,PRJ-03,Tipe 120/150 VIP,120,150,2025-10-03 08:27:00,Istishna' (Pesan Bangun),1250000000,375000000,1625000000,487500000,36,31597222,30,1435416660,189583340,Dalam Pantauan
KTR-AGP-2027466,KNS-2252,Putri Kusuma,PRJ-02,Tipe 36/60,36,60,2025-01-02 09:45:00,Murabahah (Jual Beli Angsuran),240000000,52800000,292800000,146400000,36,4066666,32,276533312,16266688,Lancar
KTR-AGP-2027467,KNS-453,Taufiq Wijaya,PRJ-04,Tipe 120/150 VIP,120,150,2025-04-03 19:41:00,Cash Keras Bertahap,1250000000,225000000,1475000000,442500000,84,12291666,27,774374982,700625018,Tertunggak >60 Hari
KTR-AGP-2027468,KNS-2450,Fatimah Utami,PRJ-05,Tipe 60/90,60,90,2025-06-17 09:28:00,Istishna' (Pesan Bangun),540000000,97200000,637200000,318600000,24,13275000,8,424800000,212400000,Lunas Dini
KTR-AGP-2027469,KNS-558,Azizah Hidayat,PRJ-04,Tipe 36/60,36,60,2025-03-07 11:03:00,Murabahah (Jual Beli Angsuran),240000000,72000000,312000000,93600000,24,9100000,3,120900000,191100000,Dalam Pantauan
KTR-AGP-2027470,KNS-1814,Zaid Ramadhan,PRJ-03,Tipe 120/150 VIP,120,150,2025-05-07 21:20:00,Istishna' (Pesan Bangun),1250000000,275000000,1525000000,457500000,24,44479166,19,1302604154,222395846,Dalam Pantauan
KTR-AGP-2027471,KNS-253,Safira Santoso,PRJ-03,Tipe 36/60,36,60,2025-11-29 12:15:00,Murabahah (Jual Beli Angsuran),240000000,43200000,283200000,141600000,84,1685714,15,166885710,116314290,Tertunggak 1-30 Hari
KTR-AGP-2027472,KNS-2336,Harun Nugroho,PRJ-05,Tipe 84/120,84,120,2025-06-26 19:13:00,Cash Keras Bertahap,780000000,171600000,951600000,190320000,120,6344000,27,361608000,589992000,Lancar
KTR-AGP-2027473,KNS-2782,Hasan Lestari,PRJ-02,Tipe 36/60,36,60,2025-12-20 08:18:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,150000000,84,1785714,34,210714276,89285724,Lunas Dini
KTR-AGP-2027474,KNS-1011,Ahmad Santoso,PRJ-03,Tipe 45/72,45,72,2025-10-20 15:31:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,95000000,84,4523809,12,149285708,325714292,Lunas Dini
KTR-AGP-2027475,KNS-2529,Salma Kusuma,PRJ-02,Tipe 120/150 VIP,120,150,2025-11-10 20:28:00,Cash Keras Bertahap,1250000000,375000000,1625000000,812500000,60,13541666,23,1123958318,501041682,Dalam Pantauan
KTR-AGP-2027476,KNS-2904,Safira Santoso,PRJ-02,Tipe 84/120,84,120,2025-12-02 12:13:00,Cash Keras Bertahap,780000000,140400000,920400000,184080000,120,6136000,2,196352000,724048000,Lancar
KTR-AGP-2027477,KNS-509,Umar Santoso,PRJ-04,Tipe 60/90,60,90,2025-01-15 21:21:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,329400000,36,9150000,8,402600000,256200000,Tertunggak 1-30 Hari
KTR-AGP-2027478,KNS-1525,Umar Nugroho,PRJ-01,Tipe 45/72,45,72,2025-02-22 08:01:00,IMBT (Sewa Beli / Leasing),380000000,114000000,494000000,247000000,36,6861111,6,288166666,205833334,Lancar
KTR-AGP-2027479,KNS-929,Muhammad Ramadhan,PRJ-03,Tipe 36/60,36,60,2025-11-01 07:30:00,Murabahah (Jual Beli Angsuran),240000000,52800000,292800000,29280000,84,3137142,34,135942828,156857172,Lunas Dini
KTR-AGP-2027480,KNS-1607,Ilham Maulana,PRJ-03,Tipe 84/120,84,120,2025-10-17 11:14:00,IMBT (Sewa Beli / Leasing),780000000,171600000,951600000,95160000,36,23790000,2,142740000,808860000,Tertunggak 1-30 Hari
KTR-AGP-2027481,KNS-1990,Zahra Suryono,PRJ-04,Tipe 45/72,45,72,2025-06-16 08:19:00,IMBT (Sewa Beli / Leasing),380000000,114000000,494000000,49400000,60,7410000,2,64220000,429780000,Lancar
KTR-AGP-2027482,KNS-2735,Fikri Hidayat,PRJ-04,Tipe 84/120,84,120,2025-04-09 13:08:00,Cash Keras Bertahap,780000000,171600000,951600000,190320000,24,31720000,15,666120000,285480000,Tertunggak 1-30 Hari
KTR-AGP-2027483,KNS-878,Fikri Kusuma,PRJ-04,Tipe 36/60,36,60,2025-05-30 18:58:00,Cash Keras Bertahap,240000000,60000000,300000000,150000000,24,6250000,14,237500000,62500000,Tertunggak 1-30 Hari
KTR-AGP-2027484,KNS-1866,Ibrahim Ramadhan,PRJ-02,Tipe 36/60,36,60,2025-04-03 19:00:00,Istishna' (Pesan Bangun),240000000,52800000,292800000,87840000,36,5693333,36,292799988,12,Lancar
KTR-AGP-2027485,KNS-1987,Hana Pratama,PRJ-01,Tipe 120/150 VIP,120,150,2025-03-04 08:08:00,Istishna' (Pesan Bangun),1250000000,312500000,1562500000,468750000,84,13020833,27,820312491,742187509,Dalam Pantauan
KTR-AGP-2027486,KNS-2547,Harun Kusuma,PRJ-04,Tipe 36/60,36,60,2025-11-12 10:47:00,IMBT (Sewa Beli / Leasing),240000000,43200000,283200000,84960000,36,5506666,23,211613318,71586682,Lancar
KTR-AGP-2027487,KNS-1598,Muhammad Firmansyah,PRJ-04,Tipe 60/90,60,90,2025-09-03 16:18:00,Istishna' (Pesan Bangun),540000000,135000000,675000000,337500000,36,9375000,4,375000000,300000000,Tertunggak >60 Hari
KTR-AGP-2027488,KNS-1122,Rizky Hakim,PRJ-04,Tipe 60/90,60,90,2025-03-06 12:47:00,Murabahah (Jual Beli Angsuran),540000000,118800000,658800000,329400000,84,3921428,30,447042840,211757160,Lancar
KTR-AGP-2027489,KNS-1081,Hana Nugroho,PRJ-05,Tipe 120/150 VIP,120,150,2025-01-30 11:06:00,Murabahah (Jual Beli Angsuran),1250000000,312500000,1562500000,781250000,36,21701388,27,1367187476,195312524,Lancar
KTR-AGP-2027490,KNS-2958,Zaid Kusuma,PRJ-03,Tipe 84/120,84,120,2025-12-10 16:49:00,IMBT (Sewa Beli / Leasing),780000000,195000000,975000000,195000000,36,21666666,32,888333312,86666688,Lancar
