id_setoran,id_santri,nama_santri,kelompok_halaqah,kode_program,id_musyrif,nama_musyrif,waktu_setoran,juz_setor,halaman_mulai,halaman_selesai,jumlah_halaman,skor_kelancaran_1_100,skor_tajwid_1_100,status_kelulusan_halaman,infaq_bulanan_terbayar
STR-QUR-2029625,SNTR-156,Fikri Kusuma,Halaqah Imam Abu Amr,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-25 16:37:00,30,589,609,20,90,88,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029626,SNTR-228,Ilham Saputra,Halaqah Imam Nafi,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-03 16:52:00,21,409,410,1,80,97,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029627,SNTR-391,Fatimah Hakim,Halaqah Imam Nafi,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-06 14:19:00,25,482,484,2,70,73,I'adah (Wajib Ulang),400000
STR-QUR-2029628,SNTR-1129,Nurul Hidayat,Halaqah Imam Hamzah,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-08-06 09:14:00,10,185,195,10,80,79,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029629,SNTR-777,Rafi Lestari,Halaqah Imam Abu Amr,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-12 08:50:00,30,589,594,5,90,87,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029630,SNTR-1378,Ibrahim Santoso,Halaqah Imam Abu Amr,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-05 18:06:00,25,488,493,5,68,74,I'adah (Wajib Ulang),0
STR-QUR-2029631,SNTR-326,Farhan Wijaya,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-04 12:40:00,20,388,408,20,97,98,Mumtaz (Lulus Sempurna),350000
STR-QUR-2029632,SNTR-953,Fikri Santoso,Halaqah Imam Ashim,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-10 18:51:00,12,225,230,5,89,80,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2029633,SNTR-752,Fikri Ramadhan,Halaqah Imam Ibnu Katsir,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-01 15:40:00,13,249,250,1,94,84,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029634,SNTR-628,Fikri Firmansyah,Halaqah Imam Ashim,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-03-05 18:06:00,9,162,165,3,70,75,I'adah (Wajib Ulang),500000
STR-QUR-2029635,SNTR-236,Rafi Suryono,Halaqah Imam Nafi,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-17 07:45:00,6,107,110,3,95,98,Mumtaz (Lulus Sempurna),500000
STR-QUR-2029636,SNTR-1442,Dina Suryono,Halaqah Imam Ibnu Katsir,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-30 08:12:00,9,165,168,3,80,70,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029637,SNTR-300,Khadijah Nugroho,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-11 10:32:00,19,370,371,1,88,90,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2029638,SNTR-1444,Nurul Nugroho,Halaqah Imam Abu Amr,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-29 20:46:00,4,63,66,3,65,92,I'adah (Wajib Ulang),0
STR-QUR-2029639,SNTR-793,Rafi Hakim,Halaqah Imam Hamzah,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-04-04 11:41:00,11,206,226,20,87,74,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029640,SNTR-404,Fikri Nugroho,Halaqah Imam Abu Amr,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-24 13:36:00,12,228,233,5,70,71,I'adah (Wajib Ulang),250000
STR-QUR-2029641,SNTR-1071,Salma Ramadhan,Halaqah Imam Ibnu Katsir,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-26 13:02:00,16,306,326,20,69,95,I'adah (Wajib Ulang),0
STR-QUR-2029642,SNTR-1203,Hana Nugroho,Halaqah Imam Ashim,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-04-07 14:36:00,22,425,430,5,82,97,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029643,SNTR-938,Ahmad Wijaya,Halaqah Imam Hamzah,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-02-27 16:43:00,27,522,524,2,87,96,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029644,SNTR-1434,Rizky Ramadhan,Halaqah Imam Nafi,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-30 19:02:00,1,10,30,20,95,73,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029645,SNTR-1448,Ahmad Kusuma,Halaqah Imam Ibnu Katsir,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-12 09:23:00,11,207,208,1,67,98,I'adah (Wajib Ulang),500000
STR-QUR-2029646,SNTR-592,Laila Suryono,Halaqah Imam Hamzah,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-14 18:29:00,8,141,143,2,86,80,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029647,SNTR-1222,Rafi Kusuma,Halaqah Imam Hamzah,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-24 11:39:00,13,244,245,1,80,100,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029648,SNTR-178,Hana Ramadhan,Halaqah Imam Ibnu Katsir,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-07 15:04:00,12,225,245,20,67,77,I'adah (Wajib Ulang),400000
STR-QUR-2029649,SNTR-198,Muhammad Firmansyah,Halaqah Imam Nafi,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-30 13:32:00,6,108,118,10,98,100,Mumtaz (Lulus Sempurna),400000
STR-QUR-2029650,SNTR-824,Taufiq Pratama,Halaqah Imam Nafi,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-31 21:57:00,21,402,407,5,69,83,I'adah (Wajib Ulang),0
STR-QUR-2029651,SNTR-1313,Khadijah Lestari,Halaqah Imam Abu Amr,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-23 14:20:00,2,24,44,20,83,84,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029652,SNTR-213,Hana Kusuma,Halaqah Imam Ibnu Katsir,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-21 13:45:00,22,423,424,1,72,97,I'adah (Wajib Ulang),350000
STR-QUR-2029653,SNTR-582,Taufiq Kusuma,Halaqah Imam Nafi,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-22 11:16:00,1,7,17,10,100,89,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029654,SNTR-1440,Nisa Kusuma,Halaqah Imam Hamzah,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-22 14:10:00,12,228,229,1,84,84,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029655,SNTR-423,Hasan Saputra,Halaqah Imam Nafi,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-08-23 10:27:00,12,222,225,3,72,79,I'adah (Wajib Ulang),400000
STR-QUR-2029656,SNTR-958,Danang Hidayat,Halaqah Imam Nafi,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-05 20:11:00,3,42,52,10,90,85,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029657,SNTR-1161,Ibrahim Santoso,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-17 12:37:00,16,303,306,3,90,100,Mumtaz (Lulus Sempurna),300000
STR-QUR-2029658,SNTR-971,Hana Saputra,Halaqah Imam Nafi,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-28 18:02:00,7,121,131,10,100,95,Mumtaz (Lulus Sempurna),400000
STR-QUR-2029659,SNTR-132,Ali Saputra,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-21 10:04:00,23,449,450,1,82,88,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029660,SNTR-465,Fikri Pratama,Halaqah Imam Ibnu Katsir,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-09-20 14:10:00,19,364,374,10,65,80,I'adah (Wajib Ulang),300000
STR-QUR-2029661,SNTR-983,Umar Kusuma,Halaqah Imam Hamzah,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-28 14:38:00,29,569,570,1,65,95,I'adah (Wajib Ulang),250000
STR-QUR-2029662,SNTR-566,Rizky Nugroho,Halaqah Imam Abu Amr,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-26 18:05:00,11,205,206,1,98,75,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029663,SNTR-742,Maryam Hidayat,Halaqah Imam Abu Amr,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-11 07:58:00,7,130,133,3,66,88,I'adah (Wajib Ulang),300000
STR-QUR-2029664,SNTR-524,Maryam Ramadhan,Halaqah Imam Ibnu Katsir,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-19 12:50:00,29,561,581,20,69,75,I'adah (Wajib Ulang),350000
STR-QUR-2029665,SNTR-655,Rafi Hidayat,Halaqah Imam Abu Amr,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-06 17:46:00,22,423,425,2,66,89,I'adah (Wajib Ulang),0
STR-QUR-2029666,SNTR-1159,Ilham Pratama,Halaqah Imam Ashim,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-29 16:58:00,11,209,229,20,72,92,I'adah (Wajib Ulang),400000
STR-QUR-2029667,SNTR-1227,Ali Hakim,Halaqah Imam Ibnu Katsir,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-26 19:43:00,18,350,353,3,92,81,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029668,SNTR-1063,Fikri Utami,Halaqah Imam Abu Amr,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-30 15:52:00,13,245,247,2,88,90,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029669,SNTR-714,Danang Hakim,Halaqah Imam Abu Amr,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-13 08:20:00,27,522,525,3,90,92,Mumtaz (Lulus Sempurna),500000
STR-QUR-2029670,SNTR-1039,Danang Pratama,Halaqah Imam Ibnu Katsir,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-29 11:12:00,22,425,435,10,84,81,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029671,SNTR-792,Zaid Firmansyah,Halaqah Imam Nafi,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-11-12 20:19:00,22,423,433,10,69,91,I'adah (Wajib Ulang),300000
STR-QUR-2029672,SNTR-517,Zahra Hidayat,Halaqah Imam Ibnu Katsir,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-02-14 16:38:00,25,488,493,5,90,89,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029673,SNTR-1090,Nurul Firmansyah,Halaqah Imam Abu Amr,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-24 16:12:00,3,50,52,2,100,74,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029674,SNTR-296,Rafi Wijaya,Halaqah Imam Ashim,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-07 07:16:00,3,43,48,5,85,74,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029675,SNTR-941,Ali Santoso,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-10-07 14:22:00,13,241,251,10,77,75,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029676,SNTR-1042,Danang Utami,Halaqah Imam Ashim,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-06 20:00:00,24,461,462,1,97,80,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029677,SNTR-823,Harun Lestari,Halaqah Imam Nafi,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-03 14:29:00,12,223,226,3,78,75,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029678,SNTR-1288,Danang Nugroho,Halaqah Imam Hamzah,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-29 10:07:00,20,381,384,3,65,99,I'adah (Wajib Ulang),250000
STR-QUR-2029679,SNTR-741,Ahmad Lestari,Halaqah Imam Ibnu Katsir,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-08-29 19:34:00,3,49,59,10,100,90,Mumtaz (Lulus Sempurna),500000
STR-QUR-2029680,SNTR-632,Ilham Kusuma,Halaqah Imam Hamzah,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-30 10:35:00,12,230,240,10,89,73,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029681,SNTR-1277,Fikri Hidayat,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-15 13:36:00,3,49,50,1,100,83,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029682,SNTR-329,Khadijah Pratama,Halaqah Imam Nafi,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-05-23 18:28:00,16,308,310,2,81,74,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029683,SNTR-1437,Farhan Pratama,Halaqah Imam Abu Amr,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-11 18:06:00,9,164,166,2,69,73,I'adah (Wajib Ulang),250000
STR-QUR-2029684,SNTR-1184,Umar Lestari,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-15 09:19:00,4,63,83,20,85,83,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029685,SNTR-450,Umar Hakim,Halaqah Imam Nafi,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-09 10:29:00,17,323,324,1,70,76,I'adah (Wajib Ulang),300000
STR-QUR-2029686,SNTR-1082,Dina Wijaya,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-16 17:36:00,25,485,505,20,81,97,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029687,SNTR-1268,Umar Nugroho,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-10-13 07:41:00,10,187,189,2,73,79,I'adah (Wajib Ulang),400000
STR-QUR-2029688,SNTR-1237,Farhan Kusuma,Halaqah Imam Abu Amr,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-06-12 20:45:00,20,387,389,2,78,82,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029689,SNTR-497,Danang Wijaya,Halaqah Imam Nafi,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-08-01 15:41:00,25,483,493,10,84,82,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029690,SNTR-1424,Taufiq Suryono,Halaqah Imam Hamzah,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-02 13:49:00,17,327,332,5,83,97,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029691,SNTR-404,Nurul Utami,Halaqah Imam Nafi,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-06 17:08:00,14,264,284,20,88,72,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029692,SNTR-698,Maryam Lestari,Halaqah Imam Nafi,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-22 19:26:00,12,222,242,20,79,70,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029693,SNTR-167,Ibrahim Kusuma,Halaqah Imam Abu Amr,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-11-09 16:33:00,17,326,346,20,86,82,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029694,SNTR-808,Nurul Lestari,Halaqah Imam Abu Amr,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-18 12:23:00,24,462,465,3,81,81,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029695,SNTR-1221,Ibrahim Wijaya,Halaqah Imam Ashim,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-10 16:25:00,28,548,568,20,67,87,I'adah (Wajib Ulang),500000
STR-QUR-2029696,SNTR-161,Ali Maulana,Halaqah Imam Ashim,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-20 19:16:00,22,421,431,10,69,82,I'adah (Wajib Ulang),250000
STR-QUR-2029697,SNTR-615,Umar Lestari,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-01 13:20:00,25,485,495,10,76,78,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029698,SNTR-512,Rafi Lestari,Halaqah Imam Hamzah,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-23 19:26:00,2,28,38,10,78,93,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2029699,SNTR-693,Muhammad Ramadhan,Halaqah Imam Nafi,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-15 15:55:00,27,522,542,20,81,78,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029700,SNTR-923,Fatimah Kusuma,Halaqah Imam Abu Amr,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-19 18:07:00,6,102,107,5,85,86,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029701,SNTR-1325,Azizah Hidayat,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-05-20 14:28:00,9,168,170,2,85,74,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029702,SNTR-1191,Umar Nugroho,Halaqah Imam Ashim,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-18 08:04:00,22,430,440,10,68,76,I'adah (Wajib Ulang),350000
STR-QUR-2029703,SNTR-727,Ilham Santoso,Halaqah Imam Nafi,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-21 21:13:00,17,324,334,10,87,84,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029704,SNTR-652,Taufiq Ramadhan,Halaqah Imam Ibnu Katsir,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-08-09 12:27:00,7,128,148,20,75,73,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029705,SNTR-487,Ali Utami,Halaqah Imam Nafi,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-15 17:35:00,26,501,511,10,99,100,Mumtaz (Lulus Sempurna),250000
STR-QUR-2029706,SNTR-283,Nisa Ramadhan,Halaqah Imam Abu Amr,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-16 11:58:00,1,6,9,3,75,77,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029707,SNTR-1256,Dina Lestari,Halaqah Imam Hamzah,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-07-25 10:11:00,7,129,132,3,75,94,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029708,SNTR-847,Danang Saputra,Halaqah Imam Ashim,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-11 10:36:00,22,429,434,5,86,100,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029709,SNTR-337,Danang Maulana,Halaqah Imam Ashim,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-24 19:43:00,2,27,30,3,80,93,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029710,SNTR-1157,Ali Suryono,Halaqah Imam Ashim,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-09-24 21:10:00,10,185,205,20,100,98,Mumtaz (Lulus Sempurna),0
STR-QUR-2029711,SNTR-1086,Ali Pratama,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-11 14:48:00,24,469,489,20,84,97,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029712,SNTR-838,Rizky Utami,Halaqah Imam Abu Amr,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-23 08:40:00,8,146,147,1,98,80,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029713,SNTR-758,Laila Suryono,Halaqah Imam Abu Amr,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-21 19:06:00,20,383,388,5,70,81,I'adah (Wajib Ulang),350000
STR-QUR-2029714,SNTR-689,Safira Santoso,Halaqah Imam Nafi,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-12-26 20:17:00,2,30,35,5,98,73,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029715,SNTR-1124,Rizky Maulana,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-12 14:44:00,22,427,447,20,89,89,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2029716,SNTR-969,Hasan Hidayat,Halaqah Imam Abu Amr,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-09 07:03:00,29,570,571,1,77,88,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2029717,SNTR-747,Zahra Suryono,Halaqah Imam Abu Amr,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-01 18:27:00,6,105,115,10,71,90,I'adah (Wajib Ulang),400000
STR-QUR-2029718,SNTR-110,Laila Pratama,Halaqah Imam Nafi,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-16 13:06:00,25,481,483,2,70,77,I'adah (Wajib Ulang),250000
STR-QUR-2029719,SNTR-809,Safira Santoso,Halaqah Imam Ashim,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-17 09:42:00,14,269,272,3,96,80,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029720,SNTR-533,Ali Pratama,Halaqah Imam Nafi,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-11-05 09:34:00,14,270,290,20,82,79,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2029721,SNTR-1499,Ilham Pratama,Halaqah Imam Ibnu Katsir,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-01 07:46:00,15,282,285,3,93,71,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2029722,SNTR-1171,Maryam Santoso,Halaqah Imam Ashim,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-27 15:01:00,22,424,429,5,99,94,Mumtaz (Lulus Sempurna),400000
STR-QUR-2029723,SNTR-351,Salma Utami,Halaqah Imam Hamzah,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-07-18 12:15:00,3,49,59,10,80,78,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029724,SNTR-874,Harun Firmansyah,Halaqah Imam Hamzah,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-09-09 18:13:00,23,449,452,3,71,82,I'adah (Wajib Ulang),250000
STR-QUR-2029725,SNTR-695,Nisa Wijaya,Halaqah Imam Hamzah,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-01 20:19:00,29,565,570,5,79,77,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029726,SNTR-112,Aisyah Kusuma,Halaqah Imam Nafi,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-10-26 20:19:00,8,145,155,10,90,91,Mumtaz (Lulus Sempurna),500000
STR-QUR-2029727,SNTR-1342,Fikri Pratama,Halaqah Imam Ibnu Katsir,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-15 11:50:00,7,128,131,3,88,79,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2029728,SNTR-580,Rizky Firmansyah,Halaqah Imam Ashim,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-27 07:44:00,24,467,477,10,86,98,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029729,SNTR-460,Dina Hakim,Halaqah Imam Abu Amr,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-11-11 15:22:00,8,141,146,5,85,90,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2029730,SNTR-320,Dina Utami,Halaqah Imam Hamzah,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-24 18:13:00,16,310,330,20,88,97,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2029731,SNTR-663,Hasan Maulana,Halaqah Imam Ibnu Katsir,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-09-15 18:31:00,4,65,68,3,98,93,Mumtaz (Lulus Sempurna),350000
STR-QUR-2029732,SNTR-710,Dina Ramadhan,Halaqah Imam Hamzah,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-07 15:46:00,15,283,303,20,65,85,I'adah (Wajib Ulang),400000
