id_transaksi_mart,tgl_transaksi,id_anggota,nama_anggota,tipe_anggota,kode_produk,nama_produk,kategori_produk,harga_jual,harga_pokok,qty_beli,total_omset,laba_kotor,metode_bayar,poin_keaktifan_shu
KOP-20255397,2025-01-10 20:27:00,ANG-813,Salma Maulana,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,QRIS Kopontren,6
KOP-20255398,2025-02-16 16:39:00,ANG-693,Muhammad Hidayat,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,Saldo Tabungan Wadiah Koperasi,6
KOP-20255399,2025-02-08 18:41:00,ANG-755,Muhammad Santoso,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,4,32000,14000,QRIS Kopontren,0
KOP-20255400,2025-06-07 14:20:00,ANG-629,Rania Hidayat,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,4,100000,52000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255401,2025-05-30 10:08:00,ANG-1401,Fatimah Kusuma,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,QRIS Kopontren,4
KOP-20255402,2025-06-17 08:45:00,ANG-2248,Zaid Ramadhan,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),0
KOP-20255403,2025-10-29 08:34:00,ANG-1178,Ilham Hidayat,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,QRIS Kopontren,4
KOP-20255404,2025-07-15 16:56:00,ANG-1057,Harun Hakim,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,0
KOP-20255405,2025-07-13 17:27:00,ANG-2267,Nurul Lestari,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Tunai,2
KOP-20255406,2025-08-27 09:39:00,ANG-1573,Ahmad Hakim,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,12,1140000,420000,QRIS Kopontren,24
KOP-20255407,2025-12-23 17:51:00,ANG-681,Ali Saputra,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,6,270000,102000,QRIS Kopontren,12
KOP-20255408,2025-03-26 12:14:00,ANG-2179,Nisa Maulana,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Tunai,4
KOP-20255409,2025-07-26 21:21:00,ANG-1619,Danang Suryono,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,3,195000,75000,Tunai,6
KOP-20255410,2025-05-29 12:41:00,ANG-209,Khadijah Saputra,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255411,2025-03-02 10:19:00,ANG-1782,Fatimah Nugroho,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,4,24000,11200,Tunai,8
KOP-20255412,2025-06-23 21:33:00,ANG-238,Ahmad Nugroho,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,4,24000,11200,Kartu Santri Smart Card (RFID),8
KOP-20255413,2025-05-09 09:37:00,ANG-1479,Muhammad Maulana,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,Saldo Tabungan Wadiah Koperasi,0
KOP-20255414,2025-01-06 13:49:00,ANG-1495,Rania Maulana,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,0
KOP-20255415,2025-01-12 19:05:00,ANG-737,Rizky Wijaya,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Saldo Tabungan Wadiah Koperasi,4
KOP-20255416,2025-08-06 18:37:00,ANG-1988,Hana Maulana,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,QRIS Kopontren,6
KOP-20255417,2025-10-17 08:02:00,ANG-536,Farhan Ramadhan,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,2
KOP-20255418,2025-06-08 07:35:00,ANG-1383,Taufiq Firmansyah,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,QRIS Kopontren,2
KOP-20255419,2025-12-08 19:18:00,ANG-753,Putri Utami,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,2
KOP-20255420,2025-09-30 15:02:00,ANG-917,Hana Firmansyah,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,QRIS Kopontren,6
KOP-20255421,2025-06-09 16:50:00,ANG-1136,Fikri Firmansyah,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Tunai,2
KOP-20255422,2025-11-23 13:58:00,ANG-2047,Ali Pratama,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,QRIS Kopontren,6
KOP-20255423,2025-12-01 15:03:00,ANG-1321,Hasan Hidayat,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20255424,2025-07-15 08:27:00,ANG-1568,Safira Hidayat,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255425,2025-01-16 08:54:00,ANG-1281,Taufiq Suryono,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,2
KOP-20255426,2025-03-31 17:30:00,ANG-2444,Maryam Nugroho,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,QRIS Kopontren,0
KOP-20255427,2025-09-25 13:45:00,ANG-1321,Nisa Saputra,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Kartu Santri Smart Card (RFID),0
KOP-20255428,2025-01-08 18:48:00,ANG-2143,Ilham Saputra,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Saldo Tabungan Wadiah Koperasi,2
KOP-20255429,2025-12-02 13:20:00,ANG-647,Rafi Maulana,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Saldo Tabungan Wadiah Koperasi,2
KOP-20255430,2025-11-11 07:33:00,ANG-2149,Zaid Nugroho,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Kartu Santri Smart Card (RFID),4
KOP-20255431,2025-10-20 20:25:00,ANG-2449,Ibrahim Pratama,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Tunai,4
KOP-20255432,2025-08-22 09:24:00,ANG-1523,Ilham Pratama,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,4,14000,6000,QRIS Kopontren,8
KOP-20255433,2025-11-04 07:12:00,ANG-203,Hasan Utami,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,2
KOP-20255434,2025-08-01 17:21:00,ANG-1747,Fatimah Santoso,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,2
KOP-20255435,2025-08-15 19:15:00,ANG-854,Ilham Hakim,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),0
KOP-20255436,2025-09-27 21:18:00,ANG-659,Zaid Maulana,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,QRIS Kopontren,2
KOP-20255437,2025-07-12 18:56:00,ANG-2012,Harun Firmansyah,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,2
KOP-20255438,2025-02-19 20:39:00,ANG-2201,Fikri Santoso,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Tunai,2
KOP-20255439,2025-02-16 17:11:00,ANG-1593,Dina Nugroho,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,0
KOP-20255440,2025-03-19 13:23:00,ANG-853,Rafi Kusuma,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,Kartu Santri Smart Card (RFID),6
KOP-20255441,2025-12-07 09:49:00,ANG-2094,Salma Nugroho,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,2
KOP-20255442,2025-07-07 10:41:00,ANG-1994,Rizky Saputra,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),0
KOP-20255443,2025-11-16 11:30:00,ANG-1075,Taufiq Saputra,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,QRIS Kopontren,4
KOP-20255444,2025-03-17 13:09:00,ANG-898,Ahmad Kusuma,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),2
KOP-20255445,2025-07-18 12:58:00,ANG-1815,Laila Maulana,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,QRIS Kopontren,0
KOP-20255446,2025-09-08 10:03:00,ANG-1958,Putri Lestari,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,6,390000,150000,QRIS Kopontren,0
KOP-20255447,2025-04-05 09:55:00,ANG-403,Hasan Lestari,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Tunai,0
KOP-20255448,2025-08-07 09:39:00,ANG-247,Umar Nugroho,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255449,2025-05-27 15:57:00,ANG-1135,Maryam Pratama,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),0
KOP-20255450,2025-12-08 12:35:00,ANG-1742,Ibrahim Hakim,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,QRIS Kopontren,4
KOP-20255451,2025-12-12 20:34:00,ANG-1045,Muhammad Hidayat,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),0
KOP-20255452,2025-04-15 19:31:00,ANG-1587,Umar Lestari,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,Kartu Santri Smart Card (RFID),0
KOP-20255453,2025-12-22 15:16:00,ANG-1547,Dina Kusuma,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),2
KOP-20255454,2025-05-18 19:31:00,ANG-971,Farhan Firmansyah,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,QRIS Kopontren,4
KOP-20255455,2025-04-24 12:42:00,ANG-1795,Fikri Nugroho,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Kartu Santri Smart Card (RFID),0
KOP-20255456,2025-06-01 21:19:00,ANG-1521,Laila Kusuma,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,QRIS Kopontren,0
KOP-20255457,2025-09-09 21:13:00,ANG-1411,Putri Ramadhan,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,12,780000,300000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255458,2025-12-18 08:35:00,ANG-296,Rizky Maulana,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20255459,2025-12-08 11:44:00,ANG-2076,Harun Pratama,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,4
KOP-20255460,2025-01-15 13:04:00,ANG-1362,Umar Santoso,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Kartu Santri Smart Card (RFID),4
KOP-20255461,2025-01-24 09:26:00,ANG-776,Umar Santoso,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Saldo Tabungan Wadiah Koperasi,2
KOP-20255462,2025-09-25 14:32:00,ANG-177,Putri Pratama,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Tunai,2
KOP-20255463,2025-01-25 15:50:00,ANG-1656,Rania Kusuma,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),2
KOP-20255464,2025-08-14 10:56:00,ANG-207,Muhammad Hakim,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,0
KOP-20255465,2025-07-04 08:15:00,ANG-2310,Harun Maulana,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),0
KOP-20255466,2025-08-14 14:26:00,ANG-787,Taufiq Saputra,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,0
KOP-20255467,2025-12-14 08:51:00,ANG-561,Ilham Kusuma,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Kartu Santri Smart Card (RFID),2
KOP-20255468,2025-06-02 09:07:00,ANG-2408,Rizky Maulana,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,3,75000,39000,Tunai,6
KOP-20255469,2025-02-23 13:14:00,ANG-496,Umar Nugroho,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,3,10500,4500,Saldo Tabungan Wadiah Koperasi,0
KOP-20255470,2025-03-22 19:20:00,ANG-1969,Ali Pratama,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,12,1140000,420000,Saldo Tabungan Wadiah Koperasi,24
KOP-20255471,2025-11-10 13:17:00,ANG-1263,Taufiq Nugroho,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,QRIS Kopontren,6
KOP-20255472,2025-05-26 11:03:00,ANG-1210,Rania Pratama,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,QRIS Kopontren,0
KOP-20255473,2025-04-03 16:42:00,ANG-1167,Hasan Wijaya,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Saldo Tabungan Wadiah Koperasi,2
KOP-20255474,2025-09-26 07:36:00,ANG-1814,Zaid Firmansyah,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,4,180000,68000,Saldo Tabungan Wadiah Koperasi,8
KOP-20255475,2025-01-18 20:12:00,ANG-753,Ahmad Firmansyah,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,4,72000,28000,QRIS Kopontren,8
KOP-20255476,2025-03-22 10:42:00,ANG-1386,Harun Kusuma,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),0
KOP-20255477,2025-10-06 12:14:00,ANG-1427,Rafi Ramadhan,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,4,380000,140000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255478,2025-09-04 18:26:00,ANG-675,Hana Lestari,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Saldo Tabungan Wadiah Koperasi,4
KOP-20255479,2025-06-27 10:47:00,ANG-2427,Ibrahim Hidayat,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,0
KOP-20255480,2025-02-15 12:22:00,ANG-1862,Fikri Hakim,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,4
KOP-20255481,2025-08-27 14:35:00,ANG-1576,Nisa Saputra,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Saldo Tabungan Wadiah Koperasi,4
KOP-20255482,2025-01-23 16:01:00,ANG-350,Muhammad Maulana,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Tunai,0
KOP-20255483,2025-01-12 15:04:00,ANG-233,Rizky Kusuma,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,12,72000,33600,Tunai,0
KOP-20255484,2025-03-17 07:35:00,ANG-1026,Ali Kusuma,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),0
KOP-20255485,2025-12-06 14:23:00,ANG-2488,Farhan Suryono,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,6,270000,102000,QRIS Kopontren,12
KOP-20255486,2025-02-12 17:55:00,ANG-2387,Hasan Wijaya,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,4,380000,140000,Kartu Santri Smart Card (RFID),8
KOP-20255487,2025-09-10 09:20:00,ANG-1571,Farhan Maulana,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,0
KOP-20255488,2025-05-15 09:38:00,ANG-1751,Rania Wijaya,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,0
KOP-20255489,2025-01-07 16:37:00,ANG-1350,Rizky Santoso,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Saldo Tabungan Wadiah Koperasi,4
KOP-20255490,2025-06-16 10:30:00,ANG-2037,Ibrahim Pratama,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Saldo Tabungan Wadiah Koperasi,2
KOP-20255491,2025-10-22 09:32:00,ANG-378,Nurul Utami,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Kartu Santri Smart Card (RFID),0
KOP-20255492,2025-03-31 18:50:00,ANG-1175,Hana Utami,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,3,75000,39000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255493,2025-01-26 14:54:00,ANG-2082,Muhammad Wijaya,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Kartu Santri Smart Card (RFID),0
KOP-20255494,2025-08-05 11:16:00,ANG-483,Umar Ramadhan,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Kartu Santri Smart Card (RFID),0
KOP-20255495,2025-07-19 21:04:00,ANG-273,Ahmad Ramadhan,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,6,570000,210000,Tunai,12
KOP-20255496,2025-04-03 15:16:00,ANG-2081,Umar Santoso,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Kartu Santri Smart Card (RFID),4
KOP-20255497,2025-07-16 09:56:00,ANG-1510,Hasan Kusuma,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,QRIS Kopontren,2
KOP-20255498,2025-10-29 21:18:00,ANG-947,Safira Kusuma,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Kartu Santri Smart Card (RFID),2
KOP-20255499,2025-11-23 16:15:00,ANG-1218,Safira Hidayat,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20255500,2025-03-08 21:38:00,ANG-2294,Ahmad Santoso,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,3,195000,75000,Tunai,6
KOP-20255501,2025-07-31 10:42:00,ANG-2152,Putri Wijaya,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Saldo Tabungan Wadiah Koperasi,4
KOP-20255502,2025-11-28 12:33:00,ANG-262,Farhan Ramadhan,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Kartu Santri Smart Card (RFID),4
KOP-20255503,2025-03-19 14:57:00,ANG-1479,Fatimah Firmansyah,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,QRIS Kopontren,0
KOP-20255504,2025-06-19 10:51:00,ANG-464,Zaid Ramadhan,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255505,2025-11-26 14:54:00,ANG-843,Umar Nugroho,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,2
KOP-20255506,2025-03-01 15:58:00,ANG-2371,Farhan Suryono,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20255507,2025-10-02 07:37:00,ANG-1571,Ali Wijaya,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,4
KOP-20255508,2025-07-24 17:05:00,ANG-787,Ibrahim Utami,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Tunai,4
KOP-20255509,2025-11-09 21:05:00,ANG-357,Rafi Hidayat,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Kartu Santri Smart Card (RFID),2
KOP-20255510,2025-05-24 19:42:00,ANG-1342,Rania Saputra,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,6,36000,16800,Saldo Tabungan Wadiah Koperasi,12
KOP-20255511,2025-11-12 19:06:00,ANG-596,Ilham Kusuma,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Tunai,0
KOP-20255512,2025-04-13 16:15:00,ANG-485,Harun Kusuma,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Kartu Santri Smart Card (RFID),2
KOP-20255513,2025-11-19 16:05:00,ANG-1756,Rafi Firmansyah,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,0
KOP-20255514,2025-09-05 11:56:00,ANG-970,Ilham Wijaya,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,0
KOP-20255515,2025-04-19 21:02:00,ANG-658,Rizky Firmansyah,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,QRIS Kopontren,4
KOP-20255516,2025-11-19 20:35:00,ANG-744,Ali Firmansyah,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,0
KOP-20255517,2025-10-21 17:21:00,ANG-1800,Aisyah Ramadhan,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Saldo Tabungan Wadiah Koperasi,0
KOP-20255518,2025-06-19 15:55:00,ANG-2407,Ali Santoso,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Tunai,6
